orig_index,input,true_intent,pred_intent,input_length,entity_count,confusion_pair
3257,"experiencing periodic (once every 3 to 4 months) and brief (2 - 3 minutes) tightening in chest (my right front); usually happens upon waking in the a.m.; no pain & able to breath adequately - subsides gradually after a few minutes; 68 year old male in good shape (5 10 , 160#, non-smoker, run daily, no medications); have experienced about 20-25 of these episodes over last 6 years. Thoughts?",symptom_inquiry,general_inquiry,69,3,symptom_inquiry → general_inquiry
3175,"i get sick to my stomach after eating at times and just out of the blue. And i have been eating a lot more than usual, i am on the birth control shot and my cycle is not normal so i spot a lot. I get sharp pains through my stomach once in a while, and in my privates after intercorse but i took a pregnancy test and it was negative. Is there a chance i could be pregnant?",diagnostic,symptom_inquiry,79,2,diagnostic → symptom_inquiry
4820,I was recently diagnosed with Cervical Spinal Stenosis with Mylopathy. I have a moderate broad-based disc bulge with herniation at C4-C5 and a  moderate broad-based disc bulge at C5-C6 with no herniation. I went to see a neurosurgeon. He wants to fuse three vertebrae together. I was hoping for something less dramatic. Can you help me? Thanks. Richardmale aged 55,general_inquiry,diagnostic,60,0,general_inquiry → diagnostic
4542,"Hi, may I answer your health queries?  Please type your query here... Hi ive got a serious problem that has been affecting my social life this past 2 years. It started when i got genital warts on my front. Then they moved to my anus, after a few months i started noticing a really bad smell, wel everybody did, i had to stop being around people after it right up til now. I thought it was the warts that was causing the smell. I was in and out of sti clinics for past year. I ended up getin laser treatment that got rid of warts. But the smell is still here, its really stressing and fustrating. I wash several times a day when i get out of shower smell is still there. My doctor said it may be bacterial infection, ive tryed inner health capsels, big intake of garlic and use huttons silver, but smell hasnt budged. Im at witts end with this, im startin to have suicidal thoughts now. If any1 knows a cure for the horrid disease please let me know thanks.",mental_health,symptom_inquiry,184,1,mental_health → symptom_inquiry
2214,"My 2 yr old son has recurrent dry cough( til nw no fever or cold, unlike last tym) with hardly a gap of 2 weeks in between. ..last tym no infection was ruled out...however due to his poor diet habits his hb was found to b 8...he is been on iron syrup nw...m giving him cough syrup...Wat could b d reason behind his coughs...n Wat can b done to help him out?",lifestyle,general_inquiry,72,3,lifestyle → general_inquiry
223,"Tell me what are the symtoms of mers I have been around people at the dentist 5 times this month and I never saw him change his gloves from one room to the next,they are egyptions and I can t breath I can t get enough air,I had fffflulike symptoms at first hacking up stuff from my lungs and I/m very fatigued and can t stop this really bad coughing,please sdvise.",symptom_inquiry,general_inquiry,71,3,symptom_inquiry → general_inquiry
3854,"Hi, my husband and I have been trying for a baby, but had a negative preg test, so decided to wait now till Sept till we start trying again. I spotted for 7 days and havent had a period since. It has been two months. I keep getting a sharp pain in my lower abdomen. Ive done more tests, but they came back negative. What else could be causing the sharp pains in my lower abdomen? Should I be worried?",diagnostic,symptom_inquiry,80,3,diagnostic → symptom_inquiry
1128,"Dear All, I had tiredness over the last three months and slight fever once / twice in a month. Last week i had a hight fever and when i went to doctor, after doing the physical examination, Doctor has told that my liver is a little enlarged and suggested blood test along with Liver Function Test. Test results shown that my AST, ALT and GGT levels are two times higher than the normal level. And doctor has suggested to stop animal oils and meat for a while and have give a tablet Livopill once in a day for a month. Now i dont feel fever but feel tiredness and a giddyness. Is there anything to worry or should i change anything in my lifestyle to come back to normal.Regards,Dinesh Sukumar",medication_inquiry,symptom_inquiry,130,3,medication_inquiry → symptom_inquiry
773,"hi sir, i am 30 years, male. i am masturbating since i was 12 years old, now over the years it become my habit, i do it every night now. sometimes 2 times in night. result is  i am underweight, seek person,  i got tired easly. my penis erection  is not as hard as it used to be, also i ejaculate early. even if when i am not doing masturbation but  looking/reading/thinking any erotic thing, something like waters come out from my penis continuously. please help me",lifestyle,general_inquiry,87,0,lifestyle → general_inquiry
4048,"Hi, for the past month I havent felt at all well, Ive had a cold, a urine infection, an absess in my tooth, have been on antibiotics twice this month. I am getting waves of sickness and very light heads, I am definatley not pregant as I have just had my period. I finished my last course of antibiotics last Thursday. I now have a sore throat and banginig headache as well as pressure on my chest and a throbbing pain in my left hand, as If there is a trapped nerve or sumthing, quite painful, I have never felt this sick ever and was wondering if it is just a mixed bag of things or is there something else? Thanks",general_inquiry,symptom_inquiry,121,6,general_inquiry → symptom_inquiry
2822,"I ve had low back pain for about 6 months now, drs have checked all my organs and have found nothing wrong. I don t have any broken bone either. I ve been taking Ibufren 600 MG, cyclobenzprine and other medications like naproxen 550 mg and I don t even remember what else. Still have the problem. The pain is not as much anymore but I get like tingling sensation and the muscle still goes here and there then it touches my spine and then I feel like electrical shots coming and going. What else can I do? I ve read that this is supposed to last no more than 12 weeks and I already have 6 months and doesn t go away",medication_inquiry,symptom_inquiry,123,3,medication_inquiry → symptom_inquiry
3217,"I have just found out my daughter aged 31 has had a catscan, then mri with and without contrast resulting in the findings of a 3mm cyst in her pituitary gland. 10 years ago they found she had had bleeding in the brain from the pituitary gland. She is a lactating mother. I was searching for some knowledge and found Rathicke . Her symptoms have been a dull ache in the head, dizziness and she has almost passed out a few times. This concerns me as she is a nurse and works with newborns as lactation consultant. We are still waiting for the PCP to get back to her.",emergency,symptom_inquiry,109,5,emergency → symptom_inquiry
719,"hi, what are the modifiable and non modifiable risk factors of emphysema and how it affects the person. what are the common nursing diagnosis for emphysema. thnx! another question is what is the common site for intravenous injection for adults and infants. thnak you",diagnostic,general_inquiry,44,0,diagnostic → general_inquiry
1449,"age - 25height - 5ft 5weight - 10 stonemedical history - asthma, eczema.Ive had this pain in my mouth for about 4 days, each day getting worse. its where my wisdom tooth would be, so i though it would be my wisdom tooth growing. i finally had a good look inside my mouth and notice a small hole forming on the inside of my cheek. i am a smoker, between 15 to 20 a day. i fear it could be something to do with that. any advice will be great.",lifestyle,general_inquiry,90,2,lifestyle → general_inquiry
2536,"I have stomach, chest and shoulder pain. Stomach pain is usually in the upper central portion of the abdomen and sometimes in the back. The pain seems to go right straight through. My stomach pain is like burning, aching soreness and sometimes very sharp pain. When i take tablet vitamin and after i eat some certain food i have shoulder pain and nausea . After i eat meat, butter and pie i have stomach pain and shoulder pain. Specially after pizza i get very sharp stomach pain. After i drink cold milk and orange juice i have diarrhea . Another weird thin is my spit gather in my mouth a lot i guess after i eat. Now i have bad hives since last November (it is over 2 months.) 3 or 4 months ago I ve done x-ray for my heart and my upper body except my stomach. Everything was normal. Can you help me what stomach problem do i have.",medication_inquiry,symptom_inquiry,161,7,medication_inquiry → symptom_inquiry
3533,I fell on my left knee roller skating and again a few days later after running over a train table the ortho said it was a bone bruise but it was vry painful yet numb feeling to touch. Now 6mos later there is like a swollen knot that feels like it has fluid in it and can t stand to touch it. It s about the size of an egg. What might this fluid filled. pocket be?,symptom_inquiry,general_inquiry,77,1,symptom_inquiry → general_inquiry
258,"hi,my baby is 8 months old, she had diarrhoea [loose stools with blood ] last week, she also has lactose intolerance she weighs 6.7kgs... my doctor gave ORS, OF SYP[3.5ml twice a day],neutralin syp [3ml twice a day]and [relent syp (2ml) twice a day for cold ]..she is on z & d susp 1ml/day now along with other med.. diarrhoea is settling down, she was exposed to cold weather today and has running nose and fever [99.7f] and i give her nasivion and crocin drops [0.9ml] along with other med...how long will it take to settle.. should i have to wait or see a doc.. how long should i give crocin drops...",diagnostic,symptom_inquiry,113,1,diagnostic → symptom_inquiry
3881,I have 1 little bump on my penis which Burns when too much friction.  I had it for several weeks now. I even popped it twice. I just scratched it off and it started bleeding. Any clue on what this is?? O yea I had unprotected oral sex done to me and it seems like it appeared after.,emergency,general_inquiry,58,1,emergency → general_inquiry
475,"Im 85 years old and i live with my 62 year old daugter,She is very stressed and always stressed, she denighs it and says Im always doing every thing wrongShe says I make her sick and wont let me talk to any one about it,she saysI make her sick, Shes here because my kids say I cant live alone and they all work and my only problem is I cant drive any more,She wont let me,I dont know what to do about it,",mental_health,general_inquiry,83,0,mental_health → general_inquiry
3240,I am having DVT on both legs and also Escimic problem. I am taking UNISTAR 75 mg and Acitrom 3 mg from 2004. I have got a unique problem that sometimes blood comes from veins near testicals and that to in the morning. It stops after 1 hr . Recently doctor advised me to take Xamac 500 mg. when blood comes and stop taking thinners for 2 days. Why this blood comes from the veins ?. regards S Babu,symptom_inquiry,diagnostic,79,1,symptom_inquiry → diagnostic
3803,"I have a 103 fever again. Had 104 2 weeks ago, but got better. Now takind Ibupren 1000 mg only brings it down to 101 Chivering, body aches, back hurts, no naucias, but brain fog. Fever on and off 24 hours Urgent care 10 days ago dx hand, foot, mouth virus. Took benadryl and pregnazone for 2 days and swelling and rash went away What do i do next?",general_inquiry,symptom_inquiry,69,5,general_inquiry → symptom_inquiry
172,"Hi, This is Alshamget Yifru. I have a serious pain on my jaw for the past two years. I tried to contact a dentist and many times to find a solution. But, though many trials were made none of them gave me relief apart loosing my teeth. I suspect that the pain is caused by other complication and I am scared of it. So I need your assistance badly. For your information I have a high blood pressure and a history of kidney stone. Looking forward for your answer.",diagnostic,symptom_inquiry,89,2,diagnostic → symptom_inquiry
636,"I am being tested for auto-immune disorders as I tested positive for ant-nuclear antibodies and recently had an xray done and a 5 cm lesion was found on my upper arm bone, with sclerotic properties.  I am having an MRI done in a week.  Could this lesion be the cause of my upper body pain, soreness and severe fatigue, or could it be the by product of an underlying disorder?  I have pain in other areas, such as my left elbow but the xray was normal.",emergency,diagnostic,86,3,emergency → diagnostic
785,I had a sudden onset of breathing difficulty - mainly difficulty exhaling. No cough. Tests ( CT Scan) showed mild chronic bronchitis. Im confused - how can something chronic come as a sudden onset? How come theres no cough - just a thickening of the bronchus? Im a non smoker,diagnostic,symptom_inquiry,49,1,diagnostic → symptom_inquiry
3613,"I got home from work and proceded to take my shower and noticed that there was a patch of dry skin that looked like a ring worm on my breast. I looked on my stomach and one was there also. Soon it started appearing all over such as my neck, thighs legs and arms. They itch a little but arent painful. I have no other symptoms and again they werent there this morning. After a shower they became dry and flaky",symptom_inquiry,general_inquiry,81,5,symptom_inquiry → general_inquiry
1493,Yes I am in the process of selecting a therapist but I am not sure which route to go. I am not sure what are the similarities and differences between Insight-Oriented and Action-Oriented approached to psychological treatments. My mom said that there is a major difference and I was leaning towards a therapist that is insight oriented.. help!!!,mental_health,general_inquiry,58,0,mental_health → general_inquiry
2172,I fell into desk top and bruised my rib on the right side near my waist This happened about one week ago and I don t see any bruising but feel deep pain. I am 84 and a healthy woman normally. Could I have bruised my lung or what is behind a lower rib? Do you recommend an xray?,diagnostic,general_inquiry,59,2,diagnostic → general_inquiry
1818,"Nine year old nephew, who is extremely fair complected, has recently developed l blood blister on his lower lip. It continues to enlarge and is now purple in color. He bumped it a few days ago,  he bumped it and it bled profusely. He was taken to the local ER, and was told it was from biting his lip (which he doesnt do) and it should dissipate in time. Despite the physicians prognosis, it has continued to grow in size and has begun to take on an irregular shape.It may be of importance to note that skin cancer is prevalent on his mothers side, and his father passed away at 31 of lymphoma. Could this lump be cancerous? He did spend a great deal of time in the sun this summer. Should I suggest they take him to a dermatologist? Can it be removed?",diagnostic,general_inquiry,144,1,diagnostic → general_inquiry
2031,"Hi. I was on the depo shot for about 12 years and loved it. I didn t have a period the whole time. I went off of it about 7 months ago and felt awful. Not myself, terrible side effects, weight gain, etc... I decided to go back on it about a month and half ago and immediately felt great. About 10 days ago I started spotting-brown gunk. Not really a period but it s still here. Should Icall my doctor?",lifestyle,general_inquiry,81,1,lifestyle → general_inquiry
2469,"Hello, I have been diagnosed with low vitamin D. The number my Doctors office gave me was 6 from the blood tests. My doctor told me to take 5000 mg of Vitamin D daily. Would this deficiency cause me to feel tired, depressed, irratible and just not myself? Thank you,",diagnostic,symptom_inquiry,50,0,diagnostic → symptom_inquiry
856,I have recurring anxiety and thought I had been doing very well for a year. However I have developed it again since it has been triggered by family issues. Is it alright to take Clonazapam every 4-5 hours as I am worried about dependency. My doctor has me on Effexor as well as sequel which he upped from 50 to 100mg.,mental_health,medication_inquiry,61,1,mental_health → medication_inquiry
1466,I AM S    UFFERING FROM PROSTATE. FOLLOWING TESTS HAVE BEEN CARRIED OUT .RESULT AS FOLLO. WED.Prostate is moderately enlarged in size and measures 29.9ccin volume weight(in grams).It shows speck of calcification. Bladder Prevoid volume 111cc Post void volume 3.5cc.  Right kidney 10.9cm Left kidney 11.3cm.            Uro flow results as follows Peak flow rate 8ml/sec Time to peak flow 26 sec. Voided volume 152ml. Flow time 42/sec. Average flow rate 4ml/sec. CREATININE 1.0 Prostate specific antigen 0.98.Pl. give me your advice.Thank you.,lifestyle,diagnostic,83,1,lifestyle → diagnostic
4673,"Dear Sir, My name is xxxxx female, and 31 years old from Pakistan, i got married from last 3 months, I have a problem that I have higher ESR up to 70, I don t want to eat any thing or less my diet day by day due to less hungry, less amount of fever 98-99C every night from last 01 month, getting weak day by day, Coughing from last 1 and half month ago, Pain in my breast, I got my blood test for MTB, which is negative (as prescribed by local physician). Kindly tell me what sort of Problem i Have, and how can i reduce my ESR level up to normal, Waiting for your soonest reply, thanks.",lifestyle,symptom_inquiry,121,3,lifestyle → symptom_inquiry
2877,"Dear Doctor, I lately noticed a sharp decline in my memory. Let me tell you afew things about me. 1. I have a very hard time falling asleep and lately I felt very weak, so my doctor prescribed me Trazadone to help me fall asleep and it is helping me sleep/ 2. I am on Zoloft for the last 40 years. 3. I am 65 years old. 4. I Have very bad knees. I have an apt. for a knee replacement in July, but I am not sure I can wait so long, because the pain has gotten much worse lately. 5. I often take 2 motrins or 2 extra strength Tylenol for pain. I usually take it lately almost every day, once. Thank you very much for your help. I am waiting to hear from you soon. Gitel Jakobovics",general_inquiry,symptom_inquiry,140,1,general_inquiry → symptom_inquiry
1891,I have had a severe cough for 3 weeks. Coughing up mucous (green/yellow). Now i have a horrible pain on upper right side (rib?) what can i do? I have already taken a whole thing of cough syrup.. did not help any. i also took tussalex cough pearls.did not help.,emergency,general_inquiry,51,2,emergency → general_inquiry
2358,"i m 43 yr, @ 17 yrs,lebled as HTN, in 2010, with DMSA & TDPA, diagnosed as ch. phylonopritis , imaging , reveal as CORTICAL SCARRING, Crt clr @85ml, s,crt always remain inbetween 0.9 ~1. electrolyte bal OK, Urine, Ok(only for last 01 yrs, 02 time reported as PROTEINE TRACE) getting antihypertensive treatment. What treatment best for me? how i can recover from this desease?",general_inquiry,symptom_inquiry,64,0,general_inquiry → symptom_inquiry
1333,I had a SPGT alt level of 70. Is this a big concern. Going to do a retest on it in 6 weeks. Dr. said to not take Tylenol or drink alcohol. Do I have to completely stop drinking or do we stop for 6 weeks and get it lower then its ok to drink again? I m a social drinker 2-3 days a week. Beer or wine in moderate levels.,diagnostic,general_inquiry,71,0,diagnostic → general_inquiry
3189,"Hello, I m a 5 11 163lb 30 yr old male with a CRP level of 14.6 as of two days ago. Although I have regular bowel movements I am constantly bloated. I have my heart checked and everything is fine there. I am worried this sudden increase in CRP may be due to cancer (colon?). No history of high CRP and I excercise 6 days a week. Should I be worried about cancer? also no autoimmune disorders detected but the hla b27 gene was found.",general_inquiry,diagnostic,87,2,general_inquiry → diagnostic
3614,"i have severe cold symptoms for which i am having medication but suddenly my right side upper jaw started hurting and cant understand the reason.  Teeth are fine and im regular with dentists so do you advice me to have ORDENT (OFLOXACIN WITH ORNIDAZOLE) tablets. Thanks, Sandeep Sachdeva",emergency,symptom_inquiry,48,1,emergency → symptom_inquiry
177,"i am not mental of holding a job and go to a pschariast regularly she has digonosed me with ,Adhd,sever psychosocial stressors ,delusional disorder,deppressed ,rage out burst i have to see a different pschariast for a ssi exam , will that doctor take in consederation my regular Dr notes i am to bring with me to the exam",mental_health,general_inquiry,58,0,mental_health → general_inquiry
631,"Dear Madam,My names is GP, we have married past 3 yrs before, starting my marriage time i have irragular periods, after getting treatment it was resolved, but still now i could not able to get baby, my self and my husband was taken so may tests final results was found nagative, so please help and support me, am was there in near by chennai only madam, advance thanks for your reply",diagnostic,general_inquiry,71,0,diagnostic → general_inquiry
4551,"i had severe allergic, cough it is repeting one or two times in a year and, after that i contacted MD ( medicine ) they prescribed me Florocort 200 mg but it will take minimum 1 month please suggest me what tests i am going to take and where.I am an engineer & i am having dust allergy since from 20 years, Now my age is 50 years Please suggest",emergency,medication_inquiry,67,2,emergency → medication_inquiry
3555,"sir,recently i got some vomiting and head rotating,After that my stomacChatDoctorplete tight,it continued one week,after that my head burning,eyes r burning,numbness frond side of head,face,pain my handsmy age is 42 yrs weight 92, now only 85 kg my blood report showing total cholesterol 208sonography report showing good, Doctor please tell me why it is coming ,is it because of cholesterol",lifestyle,diagnostic,60,3,lifestyle → diagnostic
4057,"I am 22 yrs old female,Height 5.6 and my Weight is  61 kg. I am trying to conceive but I went through a pelvis Ultrasound which says iam having polycystic ovaries.please suggest me how i should reduce my weight and could conceive quickly.Married life 5months",symptom_inquiry,lifestyle,45,0,symptom_inquiry → lifestyle
4339,my nephew(10 Yrs) and i ( 26 yrs) are suffering from  cough and even after treatment of antibiotics medicine we still dont feel any relief. its been nearing three weeks to a month. the doctors have said we have an allergic cough. please recommend some remedies.,symptom_inquiry,general_inquiry,46,2,symptom_inquiry → general_inquiry
609,my sister was just taken to the er by ambulance her son found her purple with blood coming out of her ears and mouth unresponsive she was given a shot early this morning for she has copd and her body has been swelling up a lot as she is over weight can you give me some clues she is also a smoker the doctor gave her a pain shot this morning she slept all day they found her this evening are you kidding no body will help anyone any more without that all mighty dollar,lifestyle,diagnostic,95,2,lifestyle → diagnostic
3350,My father is taking morphine for pain. He has been diagnosed with bellini duct carcinoma. He just had chemo and the pain now does nto subside even with 30 mg morphine dosage 3 times a day. Our doctor suggest mobizox because he is getting pain twinges in lower back when he moves. Can anyone corroborate this?,general_inquiry,medication_inquiry,56,2,general_inquiry → medication_inquiry
2190,"Hello, I had protected sex about 3 days ago, it was my first time and had some light bleeding. I also, started birth control 2 weeks before, to be as safe as possible when I would eventually have sex. Even with a condom he pulled out before he ejaculated (which he didn t) but I m very aware that pregnancy can come from pre-cum. The condom did slip off a few times, but my greatest worry is that I have a small cramping feeling in my lower abdomen. I did have this before just due to the birth control, but I m unsure, and well, downright worried. Is this feeling from the birth control or potential pregnancy? Thank you.",emergency,symptom_inquiry,119,2,emergency → symptom_inquiry
1995,"Hello Doctor,Im Balaji Mahalingam from India. While I searching about the spinal decompression on web, I have spinal compression problem from 2009, whenever I get compression I go to my Ortho Specialist Dr. Senthil Kumar MBBS Ortho and the Physical Therapist. In few visit my pain will get relief. But recently I got sever back pain i went to Clinic they took MRI scan. The scan clearly say i have disc compression it pressing my left side of my nerve root the pain go down all the way to tip of my toe. For the last one month Im doing 1 hour continues Traction Therapy at home and last two week Im doing exercise. But still I have pain in my left leg. I dont wish to take surgery so please help me this.",lifestyle,diagnostic,134,3,lifestyle → diagnostic
1250,"Hi there, my 19 year old daughter just was diagnosed with bacterial pneumonia after about 5 days of having a bad cold. She was given antibiotics azithromycin 250 mgS for 5 days. She is flying back east in 5 days to return back to college....I am concerned about her flying without being completely healthy yet.",symptom_inquiry,general_inquiry,55,3,symptom_inquiry → general_inquiry
3249,"my 26-year-old son started running a fever five days ago, treated with Theraflu and then acetominophen and ibuprofen.  He then went to the doctor and blood work was done.  His platelets were in the 70,000s, tested for flu and it was negative, told he had a sinus infection, started on Allegra-D, zyrtec, and a Z-pack.  Yesterday he had spots develop on his legs (his legs only) and his platelets had come up to the 80,000s.  Now this morning his tells me that his shins and legs are sore.",diagnostic,symptom_inquiry,88,4,diagnostic → symptom_inquiry
2563,I am having wrist joint pain in the morning I can hardly move this just started about a week ago I can not hardly move my fingers hands and one wrist is swollen at the joint it s also in my shoulder and kness I did not have any of this until about a week ago it s worse I think he morning if I can keep moving its better my lower back gets so sore when I m on my feet to long at one time also please help answer this,symptom_inquiry,general_inquiry,92,2,symptom_inquiry → general_inquiry
4658,"hi doctor hru? i have chronic low back pain for 6 years,6 years before my doctor told me iam suffering from muscular spasm, he prescribed me muscle relaxant.since then iam suffering from low back pain on and off.for the past 2 months my pain became so severe that i cant stand for long time,cant do brisk walking.my MRI report says loss of lumbar lordosis due muscular spasm,there is straighting of spine,other things are normal.my vit d is just 10 and b12 is just 86. please tell me some excercises and also plz tell me can i get my normal posture again after excercise and in about how much duration it will take.? thanks",emergency,symptom_inquiry,113,2,emergency → symptom_inquiry
4501,"I am 49 years old. I have been getting pains shooting in different areas of my body (arms, legs, back) for year 1/2. all blood work fine, rhematologist checked for Rhematoid Artritus and Lupus was negative. a few months ago, i started getting pains in my shoulder blades and rib cage under the breast area, especially on the right. Had ultrasound of abdomen done and no gallstones, everything looked fine. could this be from my hormones and or pms? Pains in shoulders get worse when ovulating...pain all over body becomes less while ovulating!",diagnostic,symptom_inquiry,93,5,diagnostic → symptom_inquiry
399,38 yr old male. While moving neck feel mild vertigo (no spinning) just heaviness. Episodes recur twice or thrice a day otherwise normal. Did X-ray,general_inquiry,symptom_inquiry,25,1,general_inquiry → symptom_inquiry
3573,"Hi, I am a 62 yr. old female.  I have been troubled with respiratory problems for the last four to five years.  My Dr. says asthma,  Several times in the last two yrs. I narrowlly escaped hospitilization.  I almost always have shortness of breathe and at night when I exhale I can hear wheezing.  A year ago after a scan I was told I have multiple nodular densities in both lungs.  Could this be the cause of my problems?  My father passed away from emphysema as did several of his family members, my mother from auto-immune hemolytic anemia.   Could there be a genetic component for the lung disease?   My physician has taken a wait and see stance.  I have never smoked, however I was exposed to second hand smoke.  Thanks, Mary",diagnostic,symptom_inquiry,131,4,diagnostic → symptom_inquiry
4052,"I am 32 year old female suffering from COPD since 2015. Previously I was taking seroflo 250 twice a day and tiova once daily, two puffs each time. now I am prescribed by another doctor that I should take foracort 400 twice daily and furamist AZ nasal spray once daily. I am just wondering what should I do??",symptom_inquiry,medication_inquiry,58,0,symptom_inquiry → medication_inquiry
4788,I have selling of both ankles and feet and as well both legs ache. I do have some diagnosed bulging discs in my cervical spine at C5 and C6. Could this all be related or are the leg aches and feet swelling different. I have had blood work and the only thing it has show is higher than average levels of inflammation.,diagnostic,symptom_inquiry,62,2,diagnostic → symptom_inquiry
3437,"My husband as been getting severe headaches,4 times a day,almost like a migraine,but I don t think it is.no pain meds help.noticed the back of the neck looks like a muscle is pulled,or a vein twisted.but not sure what it is.pain shoots up from the neck halfway to is head and ear area,why could tha be,pls help,is been takin pain meds that wad recommended for my bone pain,which is pretty strong,even that doesn t work,pls help.having sleepless nights.",emergency,symptom_inquiry,78,5,emergency → symptom_inquiry
2996,My 51/2 year old son has been having abdominal pains and some tests have indicated abdominal TB. Montoux test reports are still pending. Could you tell me what impact this (Abdominal TB) would have on my son and what are the available treatments. Is this completely curabale without any operation ?,symptom_inquiry,diagnostic,50,2,symptom_inquiry → diagnostic
3974,"Thanks. I am 41 yr old female with no problems and not overweight and no disease. This morning when i woke up there was a tearing pain on my right side so intense - like something was ripping down my insides -- I have never had pain that caused me not to be able to move -- I tried but got nauseated and sicker -- I walked to the bathroom to shower so I could go to ER but couldnt stand up...About 40 minutes of same level of intense pain ....after that it pretty quickly subsided and I felt like I needed a bm, had a normal bm, and the pain is completely gone. I don t have insurance and since the pain is gone -- will not go to dr. Any ideas what that was???",lifestyle,emergency,136,2,lifestyle → emergency
4403,"Patient is a 35-year old healthy male who went into sudden cardiac arrest during an operation on his lungs. He has been in a medically-induced coma for three weeks. He was weaned off the medications causing his unconsciousness and taken off his ventilator today. If the scans look good and the brain surgeon seems positive about his recovery, how long do you estimate until he is fully awake?",emergency,general_inquiry,68,3,emergency → general_inquiry
2465,hi. I have pain in my right calf below my knee ... i have had tests.. ultrasound came back negative for dvt ... blood test said that i have a clot but he wasn t worried because this can be false sometimes due to break down of the blood cells or something... anyways this pinching pain is driving me insane and seems to be getting worse.. i feel like an idiot because i feel asthough im going insane with this feeling... doctor stated he doesn t know what it is.. there is no redness or swelling.. so can you please help me to find out what is going on.. it wakes me up in the night and it is driving me nuts .. i have had this issue for over 2 weeks now..,symptom_inquiry,diagnostic,133,3,symptom_inquiry → diagnostic
2169,There is a hard lump that seems to be my spine on the bottom part of my neck. It feels like my bone. It has been there about one year. Do I need to get this checked out? I am a 22 year-old female who is at about 170lb. I am 5 foot 3 3/4.  I have a history of migraine and pvcs.,general_inquiry,diagnostic,63,1,general_inquiry → diagnostic
3853,"Hi Doctor , I went for preliminary IF test which includes Thyroid, FSH, LH and Prolactin , as I was not aware that I have to take test only after 2nd day of menstrual cycle , I went on 29th day(ie, after 1st day of missed period). The levels are as follows. FSH - 3.38 mIU/mL LH - 2.62 mIU/mL Prolactin - 26.12 ng/ml Please let me know all hormones are normal? As I missed my periods, is there any symptom of pregnancy?",symptom_inquiry,diagnostic,85,0,symptom_inquiry → diagnostic
3494,"My name is Elli and i am 16 years old, i have been ill with something that the gyneacologyst in my town cannot recognise. My illness includes excrutiating pain in the lower-abdominal area, and i also have servere depression. I have been taking Yasmin, a contraceptive drug to ease the pain of my periods, I used this for 3 months with a 5-day gap, as you would normally take it. For the past 3 months, i have used this as she ordered me to, to take it once a day with no gap in the month. So, I have not been having a period at all for 3 months, and now through the past week, i have had a dark-brown substance which has no smell, i am guessing that it is blood, although when i used to have periods, they were very heavy, and this is not.I do not know why this is happening to me, please can you provide me with an answer or advice please? P.S. i am also taking several prescribed pain-killer drugs to ease my pain, ibuprofen, codiene phosphate, St. Johns Wurt (for my depression), and audmonal.",symptom_inquiry,emergency,192,4,symptom_inquiry → emergency
1936,I have been diagnosed with hepatomegaly with mild to moderate changes of fatty lever through Ultrasound.Doctor recommended some allopatChatDoctoredicine for 3 Months & there is slight improvement.Now i want to switch to an Ayurvedic treatment.Pls advise best medicine for same.,medication_inquiry,symptom_inquiry,39,0,medication_inquiry → symptom_inquiry
4457,I just delivered twins on 06/26/10. They were 5 weeks and 1 day premature. I had an emergency c-section because I was having liver complications that were making me itch horribly and my blood pressure was high. I was also on blood thinner injections to prevent clots. My doctors office just called me and told me that they forgot to review lab work with me from April saying I was Anemic. Is it possible that being Anemic in such a high risk pregnancy with out treatment could have caused me to have liver problems which forced me to deliver so early?,emergency,diagnostic,101,1,emergency → diagnostic
4160,"Hi doctor,I am 29 years old.My query is I have consulted gynic as I am not able to conceive She advised me for some test. My FSH is 21 and AMH is 0.47.I got my TVS ultrasound also,it is good count in both left and right. She prescribed me for Ovigyn DSR (75 MG) Daily till 3 months. Can i get Pregnant with low AMH and high FSH?",diagnostic,medication_inquiry,68,0,diagnostic → medication_inquiry
1531,I am 36years and I did H.S.G Results are 1.theres progressive filling of the fallopian tubes bilaterally.2.Theres loculated peritoneal contrast spill bilaterally. 3. High injection pressure causes vascular contrast inravasation. 4 No.filling defects are seen 5.outlines are regular.6.The calibre is normal.7.Positive contrast outlines the endometrial cavity. done 2 months ago can I now get prgnant? jjk,medication_inquiry,diagnostic,56,0,medication_inquiry → diagnostic
1559,My mom was diagnosed with Pancreatic Cancer last February with no chance of surgery. She has been taking chemo for 3 Mondays on then 1 Monday off. Mom has lost a lot of weight (down to 112) and she is really sleeping a lot. Now in the past couple weeks she has developed a slight cough but yesterday she had a cough that sounded like it had a lot of fluid in her chest and her temp got up to 101. She says she s fine but I think she should get checked out. What do you think?,lifestyle,general_inquiry,98,3,lifestyle → general_inquiry
1960,"Hi i am aged 16, my height is about five foot five and i have two lumps on the left side of my neck, the smallest lump is located just below the middle of my neck and the larger one is a bit further down. They are hard lumps but are moveable and do not hurt when they are touched, i have had these for about one year and they haven t really grown in size. I have also found blood in my tissue once i have blown my nose in the morning. Could this be linked with the lumps? And what do you think they are?",diagnostic,general_inquiry,107,1,diagnostic → general_inquiry
2953,"i recently suffered from a fever and loss about 3-4 kilos. I was taking amoxil and pain killers. Since the fever, I have felt stomach pain in my upper abdomen that i never felt before, the last three times i masterbated. I find that when I eat some food, the does pain eases abit. Any suggestions please?",lifestyle,symptom_inquiry,57,4,lifestyle → symptom_inquiry
